miles,passengers,delay,inflight_meal,inflight_entertainment,inflight_wifi,day_of_week,redeye,weekend,coach_price,firstclass_price,hours
2557,200,10,No,No,Yes,Sunday,No,Yes,380.005,1521.68,5
1785,204,10,Yes,No,Yes,Sunday,No,Yes,407.105,1499.19,3
2937,214,8,No,Yes,Yes,Tuesday,No,No,361.195,1432.75,5
821,212,8,Yes,Yes,No,Sunday,No,Yes,354.905,1498.64,1
2401,217,10,No,Yes,Yes,Friday,No,Yes,426.925,1631.48,4
2074,207,6,No,Yes,Yes,Friday,No,Yes,512.18,1644.76,4
852,208,9,No,Yes,Yes,Thursday,No,No,297.37,1224.6,2
2118,212,9,No,Yes,Yes,Saturday,No,Yes,492.35,1544.42,4
2344,176,9,No,Yes,Yes,Friday,Yes,Yes,399.76,1637.23,4
1815,208,8,No,Yes,Yes,Monday,No,No,337.185,1306.62,3
3847,215,9,No,Yes,No,Friday,No,Yes,388.755,1592.16,7
2786,223,9,Yes,Yes,Yes,Friday,No,Yes,491.66,1647.76,5
3861,209,7,No,Yes,Yes,Monday,No,No,346.925,1466.27,7
4165,213,9,No,No,Yes,Sunday,No,Yes,453.815,1546.06,8
1982,165,8,No,Yes,Yes,Sunday,Yes,Yes,389.59,1549.84,4
1419,208,12,Yes,Yes,Yes,Saturday,No,Yes,465.595,1600.35,3
813,204,12,No,No,No,Sunday,No,Yes,224.445,1344.16,1
1656,213,10,No,Yes,Yes,Saturday,No,Yes,400.87,1574.63,3
739,212,12,No,Yes,No,Sunday,No,Yes,283.405,1422.31,1
3795,214,12,No,Yes,No,Sunday,No,Yes,406.945,1531.62,7
894,231,8,Yes,Yes,Yes,Sunday,No,Yes,383.16,1539.98,2
1865,166,13,No,Yes,Yes,Tuesday,Yes,No,283.855,1268.54,3
2549,215,12,No,Yes,Yes,Sunday,No,Yes,421.045,1665.33,5
1805,204,10,No,No,Yes,Monday,No,No,313.485,1186.49,3
4164,211,9,No,Yes,Yes,Sunday,No,Yes,457.22,1708.44,8
1849,211,10,Yes,Yes,Yes,Friday,No,Yes,500.085,1552.95,3
3095,193,12,No,Yes,No,Thursday,No,No,278.645,1237.96,6
2521,199,8,No,Yes,Yes,Sunday,No,Yes,469.265,1582.05,5
4213,212,10,No,Yes,Yes,Friday,No,Yes,473.415,1704.08,8
746,170,8,No,No,Yes,Saturday,Yes,Yes,276.14,1419.56,1
1925,212,8,Yes,Yes,Yes,Wednesday,No,No,345.435,1277.34,4
4109,226,12,Yes,Yes,Yes,Saturday,No,Yes,538.465,1742.38,7
784,215,5,No,Yes,Yes,Saturday,No,Yes,418.51,1493.9,1
2281,175,11,No,Yes,Yes,Tuesday,Yes,No,265.965,1276.26,4
2583,201,10,Yes,Yes,Yes,Sunday,No,Yes,460.905,1632.54,5
1224,206,9,No,Yes,Yes,Monday,No,No,349.4,1270.15,2
3866,209,15,No,Yes,Yes,Saturday,No,Yes,489.97,1759.37,7
2215,208,11,No,No,Yes,Monday,No,No,318.565,1093.59,4
807,197,17,Yes,No,Yes,Saturday,No,Yes,346.435,1443.22,1
891,203,13,No,Yes,Yes,Sunday,No,Yes,403.145,1531.9,2
1888,154,8,No,No,Yes,Sunday,Yes,Yes,259.26,1481.7,3
1892,205,10,No,Yes,No,Friday,No,Yes,355.93,1479.39,3
861,206,8,No,Yes,Yes,Friday,No,Yes,388.345,1545.67,2
2444,201,15,No,Yes,No,Monday,No,No,266.87,1247.27,4
2542,227,12,No,Yes,No,Wednesday,No,No,278.09,1222.11,5
781,214,10,No,Yes,Yes,Thursday,No,No,307.995,1137.06,1
2664,208,12,No,Yes,Yes,Monday,No,No,364.43,1354.33,5
3722,216,10,No,No,Yes,Saturday,No,Yes,411.48,1553.04,7
823,201,13,No,No,Yes,Saturday,No,Yes,332.575,1439.27,1
1649,204,8,No,No,Yes,Saturday,No,Yes,390.665,1435.71,3
1926,201,8,Yes,Yes,Yes,Saturday,No,Yes,409.54,1550.92,4
843,210,11,No,Yes,Yes,Sunday,No,Yes,366.085,1460.57,2
3949,207,11,Yes,No,Yes,Tuesday,No,No,323.835,1405.12,7
3324,210,10,No,Yes,Yes,Wednesday,No,No,389.45,1311.81,6
911,212,12,No,No,Yes,Thursday,No,No,248.485,1084.52,2
2406,214,10,Yes,Yes,No,Saturday,No,Yes,383,1549.39,4
1604,176,11,No,Yes,Yes,Sunday,Yes,Yes,333.4,1468.54,3
2034,216,8,No,Yes,Yes,Saturday,No,Yes,452.78,1539.94,4
2436,200,12,No,Yes,Yes,Wednesday,No,No,362.22,1308.81,4
2436,201,6,Yes,Yes,Yes,Friday,No,Yes,426.8,1626.43,4
1875,201,7,No,No,Yes,Friday,No,Yes,310.875,1538.67,3
1872,215,11,No,Yes,Yes,Saturday,No,Yes,413.47,1540.93,3
1401,201,9,No,No,Yes,Sunday,No,Yes,292.235,1474.4,3
916,218,12,No,Yes,Yes,Friday,No,Yes,409.65,1511.67,2
1061,211,12,No,Yes,No,Saturday,No,Yes,376.605,1389.32,2
1397,211,11,No,No,Yes,Tuesday,No,No,257.685,1165.31,3
1597,195,8,No,Yes,No,Friday,No,Yes,385.455,1489.44,3
2608,206,8,Yes,Yes,Yes,Saturday,No,Yes,460.98,1628.33,5
748,231,13,No,No,Yes,Sunday,No,Yes,304.62,1472.14,1
2706,204,9,Yes,Yes,Yes,Saturday,No,Yes,442.27,1615.56,5
1882,198,6,No,Yes,Yes,Saturday,No,Yes,416.34,1520.56,3
675,212,13,Yes,Yes,Yes,Tuesday,No,No,350.295,1264.69,1
2853,193,10,No,Yes,Yes,Friday,No,Yes,457.925,1637.02,5
394,200,11,No,Yes,Yes,Friday,No,Yes,405.88,1510.16,1
2140,207,12,Yes,Yes,Yes,Sunday,No,Yes,485.37,1608.04,4
3886,207,12,No,Yes,Yes,Saturday,No,Yes,454.55,1711.11,7
740,213,10,No,Yes,Yes,Saturday,No,Yes,382.05,1461.29,1
1895,210,10,No,Yes,Yes,Sunday,No,Yes,437.295,1685.19,3
3458,211,11,Yes,No,Yes,Saturday,No,Yes,415.28,1602.01,6
2200,211,9,No,Yes,Yes,Sunday,No,Yes,478.48,1721.48,4
829,156,10,No,Yes,Yes,Wednesday,Yes,No,194.745,1246.93,2
2359,223,8,No,Yes,Yes,Wednesday,No,No,370.815,1229.52,4
2366,227,8,No,Yes,Yes,Wednesday,No,No,315.59,1412.82,4
4223,217,11,No,Yes,Yes,Saturday,No,Yes,494.005,1690.5,8
1704,224,8,No,Yes,Yes,Sunday,No,Yes,408.93,1587.57,3
2113,212,9,No,No,Yes,Friday,No,Yes,308.115,1449,4
614,227,7,No,Yes,Yes,Saturday,No,Yes,396.73,1547.85,1
1780,211,10,Yes,No,Yes,Thursday,No,No,309.87,1127.11,3
2047,216,7,No,Yes,No,Wednesday,No,No,313.685,1208.04,4
3855,210,8,No,No,Yes,Wednesday,No,No,320.755,1327.28,7
2390,209,9,No,Yes,Yes,Sunday,No,Yes,421.74,1686.73,4
1537,208,7,No,Yes,Yes,Saturday,No,Yes,406.545,1629.46,3
2013,221,8,No,Yes,Yes,Thursday,No,No,335.595,1370.97,4
877,221,14,No,Yes,Yes,Sunday,No,Yes,387.645,1483.01,2
1564,216,6,No,Yes,Yes,Saturday,No,Yes,415.37,1560.63,3
1985,206,6,Yes,Yes,Yes,Saturday,No,Yes,419.105,1565.1,4
2373,207,12,No,Yes,Yes,Friday,No,Yes,423.365,1610.93,4
2046,214,7,Yes,Yes,Yes,Sunday,No,Yes,442.41,1659.62,4
1959,204,12,Yes,Yes,Yes,Thursday,No,No,359.285,1353.06,4
863,205,12,Yes,Yes,Yes,Tuesday,No,No,265.915,1240.79,2
667,208,9,No,Yes,Yes,Tuesday,No,No,322.075,1197.8,1
4272,220,10,No,Yes,Yes,Sunday,No,Yes,472.93,1647.3,8
1709,200,7,No,Yes,Yes,Sunday,No,Yes,416.475,1572.17,3
1150,211,8,No,Yes,Yes,Wednesday,No,No,294.25,1224.46,2
2070,215,12,No,Yes,Yes,Wednesday,No,No,333.99,1258.32,4
2801,220,13,No,Yes,Yes,Friday,No,Yes,440.725,1567.09,5
1009,218,12,No,Yes,Yes,Monday,No,No,318.615,1219.58,2
1173,202,15,No,Yes,Yes,Saturday,No,Yes,415.495,1458.88,2
466,208,11,No,Yes,Yes,Monday,No,No,321.98,1218.85,1
2683,216,11,No,Yes,Yes,Wednesday,No,No,374.545,1313.64,5
894,220,7,No,No,Yes,Saturday,No,Yes,382,1431.83,2
1412,211,10,No,Yes,Yes,Monday,No,No,329.82,1233.92,3
1948,194,9,No,Yes,No,Sunday,No,Yes,366.87,1528.01,4
2173,216,11,No,Yes,Yes,Sunday,No,Yes,393.755,1627.06,4
2303,215,10,No,Yes,Yes,Saturday,No,Yes,443.745,1580.52,4
1028,217,12,No,Yes,Yes,Friday,No,Yes,409.19,1531.63,2
774,218,11,Yes,Yes,Yes,Saturday,No,Yes,419.6,1582.3,1
1376,201,9,No,Yes,Yes,Friday,No,Yes,393.54,1487.49,3
2321,207,11,No,Yes,Yes,Tuesday,No,No,386.315,1333.31,4
810,210,11,No,Yes,Yes,Friday,No,Yes,346.76,1505.72,1
2471,205,10,No,Yes,Yes,Tuesday,No,No,317.215,1253.66,4
2529,199,9,Yes,Yes,No,Saturday,No,Yes,381.295,1524.17,5
3911,227,13,No,Yes,Yes,Monday,No,No,329.345,1318.05,7
2791,214,13,No,Yes,Yes,Friday,No,Yes,422.735,1629.58,5
2407,205,11,No,Yes,Yes,Saturday,No,Yes,479.635,1572.07,4
650,216,10,No,No,Yes,Wednesday,No,No,180.99,1136.88,1
1772,180,12,Yes,Yes,Yes,Thursday,Yes,No,291.08,1245.12,3
758,212,11,No,Yes,Yes,Saturday,No,Yes,429.93,1468.23,1
2345,223,10,No,Yes,Yes,Monday,No,No,309.805,1293.89,4
3053,221,11,No,Yes,Yes,Sunday,No,Yes,458.375,1610.36,6
2578,199,9,No,Yes,Yes,Monday,No,No,358.44,1325.49,5
2220,225,13,No,Yes,Yes,Sunday,No,Yes,428.78,1615.27,4
3901,216,10,Yes,No,Yes,Sunday,No,Yes,390.825,1601.82,7
1680,221,11,No,No,Yes,Wednesday,No,No,254.98,1122.08,3
2600,218,10,Yes,Yes,Yes,Monday,No,No,367.37,1307.29,5
871,222,8,No,Yes,Yes,Saturday,No,Yes,382.735,1525.48,2
2013,225,14,Yes,No,Yes,Monday,No,No,295.265,1220.34,4
1099,208,13,No,No,Yes,Friday,No,Yes,317.155,1425.25,2
1091,204,10,No,Yes,Yes,Monday,No,No,342.275,1215.91,2
2073,204,8,Yes,No,Yes,Sunday,No,Yes,405.075,1460.21,4
1921,205,8,No,Yes,Yes,Wednesday,No,No,291.785,1221.92,3
2619,215,12,Yes,No,Yes,Saturday,No,Yes,382.525,1582.65,5
904,205,9,No,Yes,Yes,Friday,No,Yes,397.16,1487.5,2
2887,223,10,No,Yes,No,Wednesday,No,No,293.395,1182.11,5
2554,202,10,No,Yes,Yes,Sunday,No,Yes,450.13,1566.24,5
761,209,11,No,Yes,Yes,Sunday,No,Yes,450.095,1484.61,1
1844,198,9,Yes,Yes,Yes,Friday,No,Yes,415.15,1576.8,3
1511,214,13,No,Yes,Yes,Sunday,No,Yes,413.135,1590.27,3
2060,201,10,No,No,Yes,Sunday,No,Yes,342.8,1455.71,4
4191,206,10,Yes,No,No,Tuesday,No,No,273.065,1287.53,8
1774,208,7,No,Yes,Yes,Monday,No,No,304.7,1210.98,3
1387,219,11,No,Yes,Yes,Sunday,No,Yes,358.545,1533.38,3
2685,206,11,No,Yes,Yes,Sunday,No,Yes,439.495,1648.44,5
783,215,9,No,Yes,Yes,Saturday,No,Yes,395.005,1470.56,1
636,212,8,Yes,Yes,Yes,Saturday,No,Yes,406.66,1483.49,1
2064,215,11,Yes,Yes,Yes,Monday,No,No,394.24,1302.81,4
1491,225,9,No,Yes,Yes,Thursday,No,No,380.465,1268.19,3
924,189,10,No,Yes,Yes,Sunday,No,Yes,352.77,1499.04,2
2396,208,10,No,Yes,Yes,Monday,No,No,315.07,1321.04,4
3502,201,10,No,Yes,Yes,Saturday,No,Yes,499.07,1683.43,6
2163,223,7,Yes,Yes,Yes,Friday,No,Yes,416.385,1570.86,4
1091,209,10,No,Yes,Yes,Sunday,No,Yes,396.835,1498.93,2
3870,192,7,No,Yes,Yes,Wednesday,No,No,363.05,1388.86,7
930,208,13,Yes,Yes,Yes,Friday,No,Yes,432.85,1557.09,2
2076,232,11,No,Yes,Yes,Friday,No,Yes,451.46,1547.03,4
2484,199,10,Yes,Yes,Yes,Saturday,No,Yes,421.07,1601.38,5
664,207,9,No,Yes,Yes,Monday,No,No,313.03,1269.67,1
3208,200,14,No,Yes,Yes,Tuesday,No,No,387.09,1261.66,6
2585,205,9,No,Yes,Yes,Wednesday,No,No,369.055,1344.47,5
2380,209,8,No,Yes,Yes,Sunday,No,Yes,435.85,1604.15,4
2599,207,9,Yes,Yes,Yes,Sunday,No,Yes,459.865,1703.62,5
2389,199,10,No,Yes,Yes,Monday,No,No,378.325,1254.43,4
1767,194,12,Yes,No,Yes,Monday,No,No,289.075,1215.89,3
2194,203,12,Yes,Yes,Yes,Saturday,No,Yes,452.99,1617.26,4
2018,164,10,No,Yes,Yes,Monday,Yes,No,276.96,1279.02,4
2392,215,9,No,Yes,Yes,Friday,No,Yes,435.69,1583.24,4
740,200,9,Yes,No,Yes,Saturday,No,Yes,328.78,1525.79,1
2412,217,10,No,Yes,Yes,Friday,No,Yes,411.97,1581.69,4
941,207,10,No,Yes,Yes,Saturday,No,Yes,437.115,1573.63,2
1992,215,9,No,Yes,Yes,Thursday,No,No,343.38,1248.79,4
786,222,12,No,No,Yes,Monday,No,No,270.18,1183.1,1
4108,207,11,No,Yes,Yes,Monday,No,No,416.53,1415.2,7
1807,216,8,No,Yes,Yes,Sunday,No,Yes,449.775,1499.83,3
969,212,10,Yes,No,Yes,Friday,No,Yes,363.095,1474.23,2
643,219,15,No,Yes,Yes,Monday,No,No,282.765,1185.27,1
814,195,12,No,Yes,Yes,Sunday,No,Yes,341.52,1483.43,1
3862,204,7,No,Yes,Yes,Saturday,No,Yes,457.63,1663.35,7
1926,206,10,Yes,Yes,Yes,Monday,No,No,366.17,1290.35,4
965,212,10,No,Yes,Yes,Saturday,No,Yes,451.415,1489.35,2
3465,231,9,No,Yes,Yes,Saturday,No,Yes,462.485,1649.82,6
1847,204,10,No,Yes,Yes,Friday,No,Yes,438.645,1546.16,3
2134,212,13,No,Yes,Yes,Tuesday,No,No,328.54,1209.1,4
601,199,12,No,Yes,Yes,Thursday,No,No,318.195,1222.55,1
3856,214,5,No,Yes,Yes,Sunday,No,Yes,502.19,1706.49,7
2211,207,11,No,Yes,Yes,Saturday,No,Yes,404.085,1501.88,4
502,167,11,No,Yes,Yes,Tuesday,Yes,No,217.89,1251.8,1
3758,209,6,No,Yes,Yes,Wednesday,No,No,378.84,1391.16,7
678,217,10,No,Yes,Yes,Sunday,No,Yes,416.48,1521.97,1
2165,213,13,Yes,No,Yes,Friday,No,Yes,355.485,1506.65,4
1868,211,8,Yes,Yes,Yes,Wednesday,No,No,374.5,1295.41,3
922,217,11,Yes,Yes,Yes,Sunday,No,Yes,442.2,1576.68,2
1704,214,11,No,Yes,Yes,Sunday,No,Yes,410.63,1576.31,3
1283,222,10,No,Yes,Yes,Monday,No,No,279.115,1207.64,2
2146,211,8,No,Yes,Yes,Monday,No,No,365.81,1249.9,4
2340,217,12,No,Yes,Yes,Sunday,No,Yes,420.83,1581.19,4
3377,212,12,No,Yes,Yes,Friday,No,Yes,474.425,1587.11,6
1961,214,8,No,Yes,Yes,Saturday,No,Yes,433.435,1576.41,4
4088,207,10,No,Yes,Yes,Saturday,No,Yes,498.53,1618.16,7
1571,216,10,No,Yes,Yes,Sunday,No,Yes,389.955,1487.55,3
2057,212,14,No,Yes,Yes,Saturday,No,Yes,490.965,1606.15,4
2683,208,10,Yes,No,No,Sunday,No,Yes,309.615,1521.39,5
2537,210,6,Yes,No,Yes,Friday,No,Yes,408.635,1650.22,5
788,211,12,No,No,No,Thursday,No,No,137.75,1059.19,1
2462,203,13,Yes,Yes,Yes,Sunday,No,Yes,450.38,1666.91,4
2405,168,12,No,Yes,No,Monday,Yes,No,145.075,1222.21,4
734,214,12,No,Yes,Yes,Saturday,No,Yes,413.63,1462.99,1
4260,198,12,Yes,Yes,Yes,Sunday,No,Yes,474.02,1729.17,8
1906,196,8,No,Yes,Yes,Friday,No,Yes,474.22,1511.34,3
1673,198,8,Yes,Yes,Yes,Sunday,No,Yes,399.285,1619.22,3
1446,208,11,No,Yes,Yes,Wednesday,No,No,353,1204.41,3
3296,215,8,Yes,Yes,Yes,Saturday,No,Yes,495.21,1708.41,6
2678,217,11,No,Yes,Yes,Monday,No,No,404.35,1327.24,5
740,211,14,No,Yes,Yes,Friday,No,Yes,404.38,1452.02,1
2491,210,8,Yes,Yes,No,Thursday,No,No,306.485,1229.29,5
1611,213,9,No,Yes,Yes,Sunday,No,Yes,422.935,1618.88,3
1010,205,11,Yes,No,Yes,Saturday,No,Yes,365.15,1417.71,2
1818,213,12,No,Yes,Yes,Friday,No,Yes,391.72,1541.12,3
749,221,7,Yes,Yes,Yes,Tuesday,No,No,340.825,1275.41,1
979,214,12,No,No,Yes,Saturday,No,Yes,358.965,1492.28,2
1806,224,9,No,Yes,Yes,Friday,No,Yes,423.68,1596.23,3
1568,220,13,No,Yes,Yes,Sunday,No,Yes,458.67,1556.58,3
2172,213,8,No,Yes,Yes,Monday,No,No,411.9,1343.01,4
1670,217,7,Yes,Yes,Yes,Sunday,No,Yes,471.71,1555.42,3
1953,208,11,No,No,Yes,Monday,No,No,327.945,1271.37,4
3466,164,6,No,Yes,Yes,Monday,Yes,No,297.36,1365.1,6
1659,219,7,No,Yes,Yes,Wednesday,No,No,372.415,1200.75,3
2529,212,11,No,Yes,Yes,Sunday,No,Yes,451.425,1631.54,5
1355,161,9,No,No,Yes,Saturday,Yes,Yes,279.945,1400.2,2
1575,211,9,Yes,No,No,Tuesday,No,No,213.085,1107.94,3
782,211,15,No,Yes,Yes,Friday,No,Yes,371.81,1557.93,1
975,216,8,No,Yes,Yes,Friday,No,Yes,353.895,1503.79,2
2485,201,11,Yes,Yes,No,Sunday,No,Yes,331.845,1618.36,5
2796,214,8,Yes,Yes,Yes,Monday,No,No,410.36,1306.27,5
1317,213,8,No,Yes,Yes,Friday,No,Yes,379.915,1547.8,2
812,203,9,No,Yes,Yes,Thursday,No,No,283.2,1091.82,1
827,217,11,No,Yes,Yes,Friday,No,Yes,419.785,1610.9,2
1511,219,9,No,Yes,No,Wednesday,No,No,238.265,1149.35,3
817,218,6,No,Yes,Yes,Sunday,No,Yes,390.605,1497.09,1
1828,215,5,No,Yes,Yes,Monday,No,No,400.4,1292.33,3
2265,200,13,Yes,Yes,Yes,Saturday,No,Yes,481.725,1532.4,4
1944,217,7,Yes,Yes,Yes,Sunday,No,Yes,462.73,1524.05,4
2005,218,11,No,Yes,Yes,Friday,No,Yes,448.285,1544.78,4
673,193,11,No,Yes,No,Saturday,No,Yes,355.365,1404.77,1
1058,212,8,Yes,Yes,Yes,Saturday,No,Yes,443.5,1565.58,2
1716,212,10,No,Yes,Yes,Saturday,No,Yes,446.95,1608.19,3
841,201,5,No,Yes,Yes,Thursday,No,No,321.395,1316.59,2
821,195,10,No,Yes,Yes,Saturday,No,Yes,419.085,1512.67,1
1816,215,13,No,Yes,Yes,Tuesday,No,No,315.29,1364.04,3
3965,197,13,Yes,Yes,Yes,Sunday,No,Yes,491.105,1690.2,7
680,210,10,No,Yes,Yes,Wednesday,No,No,377.38,1155.47,1
1879,199,12,Yes,Yes,Yes,Wednesday,No,No,377.065,1366.21,3
831,209,12,No,Yes,Yes,Tuesday,No,No,313.185,1294.3,2
2976,208,9,No,No,Yes,Monday,No,No,286.91,1251.19,5
1035,220,16,No,Yes,Yes,Friday,No,Yes,348.055,1485.6,2
2567,217,15,No,No,Yes,Thursday,No,No,253.475,1174.83,5
2689,196,9,No,Yes,Yes,Friday,No,Yes,437.855,1589.09,5
1656,212,9,No,No,Yes,Monday,No,No,273.06,1085.1,3
2150,195,7,No,No,Yes,Saturday,No,Yes,363.32,1545.08,4
1470,201,10,No,Yes,Yes,Sunday,No,Yes,461.43,1586.91,3
3828,217,8,No,Yes,Yes,Saturday,No,Yes,488.83,1705.21,7
1637,210,9,Yes,Yes,Yes,Sunday,No,Yes,394.565,1578.31,3
2729,210,12,Yes,Yes,Yes,Sunday,No,Yes,483.005,1662.19,5
4053,200,11,No,No,Yes,Wednesday,No,No,272.625,1237.37,7
688,204,9,No,Yes,Yes,Saturday,No,Yes,430.58,1499.54,1
2205,204,11,Yes,Yes,Yes,Thursday,No,No,363.625,1331.94,4
788,208,13,No,No,Yes,Thursday,No,No,258.35,1072.15,1
2005,167,7,No,Yes,Yes,Thursday,Yes,No,313.635,1278.22,4
2756,223,11,No,Yes,Yes,Monday,No,No,316.3,1324.63,5
1593,201,9,No,Yes,Yes,Thursday,No,No,336.595,1247.19,3
2118,199,12,No,No,Yes,Sunday,No,Yes,345.99,1372.9,4
1558,210,15,No,No,Yes,Sunday,No,Yes,393.57,1476.27,3
1256,212,11,Yes,Yes,Yes,Sunday,No,Yes,385.76,1573.41,2
1748,205,8,No,Yes,Yes,Sunday,No,Yes,388.15,1522.46,3
1680,213,13,No,No,No,Friday,No,Yes,314.97,1406.81,3
2185,214,12,No,Yes,Yes,Sunday,No,Yes,443.395,1647.28,4
2396,210,11,No,Yes,Yes,Sunday,No,Yes,432.77,1578.83,4
2736,223,13,No,No,Yes,Saturday,No,Yes,402.18,1491.75,5
2429,201,12,No,Yes,No,Sunday,No,Yes,334.775,1554.58,4
2752,210,7,Yes,Yes,Yes,Saturday,No,Yes,438.15,1630.96,5
679,208,11,Yes,Yes,Yes,Monday,No,No,304.135,1246.59,1
1813,200,11,Yes,Yes,Yes,Tuesday,No,No,294.755,1211.79,3
2077,217,11,No,Yes,Yes,Thursday,No,No,338.735,1270.24,4
1659,190,9,No,No,Yes,Sunday,No,Yes,373.365,1476.2,3
1937,219,10,No,No,Yes,Sunday,No,Yes,375.035,1449.42,4
1875,211,12,No,Yes,Yes,Tuesday,No,No,356.005,1246.26,3
2977,218,11,No,Yes,Yes,Saturday,No,Yes,452.525,1620.89,5
2637,208,6,Yes,Yes,Yes,Saturday,No,Yes,498.865,1687.56,5
1943,213,8,No,Yes,Yes,Sunday,No,Yes,394.805,1566.15,4
857,197,10,Yes,No,Yes,Sunday,No,Yes,392.475,1577.86,2
2264,208,12,Yes,Yes,Yes,Monday,No,No,377.16,1246.29,4
1954,211,12,No,Yes,Yes,Monday,No,No,406.6,1227.52,4
2810,204,10,No,Yes,Yes,Sunday,No,Yes,522.7,1600.94,5
1937,206,11,No,No,Yes,Monday,No,No,308.635,1222.9,4
1710,213,9,Yes,No,Yes,Tuesday,No,No,251.63,1145.75,3
1194,205,11,Yes,Yes,Yes,Tuesday,No,No,315.58,1210.62,2
1571,211,10,No,Yes,Yes,Sunday,No,Yes,415.435,1493.89,3
2577,205,10,Yes,Yes,No,Thursday,No,No,272.835,1275.05,5
2003,199,13,No,No,Yes,Wednesday,No,No,258.685,1213.35,4
4042,190,9,No,No,Yes,Sunday,No,Yes,421.58,1576.41,7
2012,208,9,Yes,Yes,Yes,Saturday,No,Yes,421.28,1606.37,4
1527,214,11,No,No,Yes,Tuesday,No,No,217.005,1121.62,3
1603,214,11,Yes,Yes,Yes,Sunday,No,Yes,454.715,1612.45,3
798,207,9,No,No,Yes,Wednesday,No,No,246.64,1074.49,1
2694,214,9,No,Yes,Yes,Sunday,No,Yes,443.94,1579.97,5
2395,218,8,Yes,Yes,Yes,Sunday,No,Yes,480.925,1642.24,4
1981,211,10,No,No,Yes,Sunday,No,Yes,368.565,1465.09,4
2244,215,8,No,Yes,Yes,Wednesday,No,No,316.22,1281.65,4
4057,208,8,Yes,Yes,No,Wednesday,No,No,369.905,1336.39,7
2198,207,12,No,Yes,Yes,Saturday,No,Yes,488.52,1522.37,4
1017,215,12,No,Yes,Yes,Saturday,No,Yes,405.235,1545.8,2
1729,203,10,No,Yes,Yes,Tuesday,No,No,359.485,1295.97,3
2552,224,8,Yes,Yes,Yes,Saturday,No,Yes,509.88,1632.72,5
2729,200,8,No,Yes,Yes,Wednesday,No,No,331.445,1347.93,5
2663,172,6,Yes,Yes,No,Thursday,Yes,No,216.865,1302.04,5
1649,203,9,No,No,Yes,Friday,No,Yes,355.965,1501.53,3
2121,219,10,Yes,Yes,Yes,Sunday,No,Yes,466.575,1637.05,4
688,213,12,Yes,No,Yes,Friday,No,Yes,314.98,1473.91,1
1129,209,7,No,Yes,Yes,Friday,No,Yes,436.125,1535.62,2
3820,220,14,Yes,Yes,Yes,Saturday,No,Yes,515.4,1676.19,7
799,217,10,No,No,Yes,Wednesday,No,No,271.785,1177.89,1
2936,221,12,No,Yes,Yes,Saturday,No,Yes,489.26,1527.33,5
1418,218,9,No,No,Yes,Friday,No,Yes,350.74,1403.46,3
3065,217,11,No,Yes,Yes,Friday,No,Yes,519.775,1629.23,6
2741,203,10,No,Yes,Yes,Wednesday,No,No,331.765,1362.45,5
850,204,8,Yes,Yes,Yes,Saturday,No,Yes,389,1580.96,2
2332,191,9,Yes,Yes,Yes,Sunday,No,Yes,484.39,1611.49,4
1975,216,8,No,No,Yes,Sunday,No,Yes,360.095,1531.91,4
1988,169,12,No,Yes,Yes,Saturday,Yes,Yes,365.38,1526.97,4
4171,214,9,Yes,Yes,Yes,Tuesday,No,No,392.945,1371.83,8
1824,206,7,No,Yes,Yes,Sunday,No,Yes,454.28,1579.28,3
973,210,9,No,Yes,No,Sunday,No,Yes,360.155,1459.68,2
753,198,13,No,No,Yes,Monday,No,No,199.705,1204.76,1
2090,210,12,Yes,No,Yes,Wednesday,No,No,241.11,1213.5,4
773,219,9,No,Yes,Yes,Tuesday,No,No,319.945,1252.68,1
1702,219,11,Yes,Yes,Yes,Saturday,No,Yes,451.75,1649.25,3
1569,204,8,No,Yes,Yes,Friday,No,Yes,390.465,1476.47,3
1707,219,8,Yes,Yes,Yes,Saturday,No,Yes,473.395,1601.27,3
2281,204,9,Yes,No,Yes,Friday,No,Yes,417.045,1463.87,4
2264,205,10,No,Yes,Yes,Saturday,No,Yes,418.63,1634.43,4
1920,206,11,Yes,No,Yes,Friday,No,Yes,370.85,1410.26,3
2282,211,9,No,Yes,Yes,Sunday,No,Yes,414.45,1563.85,4
633,209,8,Yes,Yes,No,Saturday,No,Yes,294.495,1439.81,1
2443,213,10,No,Yes,Yes,Saturday,No,Yes,450.855,1590.86,4
2308,220,10,No,No,Yes,Friday,No,Yes,385.59,1558.7,4
2067,222,10,No,Yes,Yes,Sunday,No,Yes,485.925,1621.22,4
3078,215,14,No,Yes,Yes,Sunday,No,Yes,445.51,1601.62,6
2020,214,12,No,No,Yes,Wednesday,No,No,211.46,1272.97,4
3800,214,9,No,No,Yes,Saturday,No,Yes,374.31,1615.96,7
2099,207,13,No,Yes,Yes,Monday,No,No,339.775,1243.33,4
1905,156,11,Yes,Yes,Yes,Thursday,Yes,No,285.405,1294.55,3
2533,205,12,No,No,Yes,Sunday,No,Yes,332.135,1476.35,5
1096,230,12,No,No,Yes,Friday,No,Yes,288.24,1505.41,2
1486,165,6,No,Yes,Yes,Monday,Yes,No,229.15,1270.14,3
2634,213,8,No,Yes,No,Sunday,No,Yes,383.67,1587.14,5
1571,198,11,Yes,Yes,Yes,Saturday,No,Yes,412.795,1662.89,3
1477,156,11,No,Yes,Yes,Wednesday,Yes,No,266.645,1250.06,3
687,209,7,No,Yes,Yes,Thursday,No,No,278.965,1271.7,1
